customer_id,signup_date,home_store,annual_visits,online_ratio,ltv_estimate,dataset
5273,2024-03-31,YYC-DT,6,0.49,16.28,bookstore_customers
5274,2022-04-29,YYC-NW,12,0.12,229.54,bookstore_customers
5275,2019-01-23,YYC-DT,7,0.76,122.84,bookstore_customers
5276,2021-03-26,YYC-DT,3,0.19,79.15,bookstore_customers
5277,2023-10-25,YYC-DT,7,0.11,88.58,bookstore_customers
5278,2024-09-11,YYC-NW,2,0.21,97.04,bookstore_customers
5279,2019-01-14,YYC-DT,3,0.21,62.5,bookstore_customers
5280,2024-01-02,YYC-NW,8,0.25,160.1,bookstore_customers
5281,2019-05-19,YYC-DT,3,0.29,123.44,bookstore_customers
5282,2022-06-06,YYC-DT,2,0.13,357.53,bookstore_customers
5283,2021-11-22,YYC-SE,10,0.34,234.74,bookstore_customers
5284,2020-02-02,YYC-DT,1,0.19,69.78,bookstore_customers
5285,2020-05-09,YYC-DT,4,0.46,244.83,bookstore_customers
5286,2023-09-15,YYC-NW,8,0.11,138.3,bookstore_customers
5287,2021-12-07,YYC-DT,2,0.5,225.21,bookstore_customers
5288,2021-02-24,YYC-NW,0,0.34,416.03,bookstore_customers
5289,2022-08-20,YYC-SE,8,0.29,327.71,bookstore_customers
5290,2020-01-20,YYC-SE,11,0.29,97.95,bookstore_customers
5291,2024-01-22,YYC-NW,10,0.04,62.77,bookstore_customers
5292,2019-05-12,YYC-SE,4,0.24,78.1,bookstore_customers
5293,2019-09-26,YYC-DT,0,0.12,341.0,bookstore_customers
5294,2020-08-08,YYC-DT,5,0.39,306.88,bookstore_customers
5295,2019-10-30,YYC-NW,4,0.45,30.63,bookstore_customers
5296,2019-01-11,YYC-SE,8,0.3,101.19,bookstore_customers
5297,2024-02-17,YYC-NW,1,0.42,123.99,bookstore_customers
5298,2021-06-28,YYC-SE,7,0.49,82.15,bookstore_customers
5299,2023-11-19,YYC-DT,6,0.21,322.44,bookstore_customers
5300,2019-07-26,YYC-SE,5,0.45,163.45,bookstore_customers
5301,2022-01-15,YYC-DT,1,0.22,49.19,bookstore_customers
5302,2022-11-27,YYC-DT,8,0.3,215.38,bookstore_customers
5303,2019-12-04,YYC-NW,3,0.31,100.85,bookstore_customers
5304,2020-01-10,YYC-NW,21,0.3,30.38,bookstore_customers
5305,2021-07-15,YYC-SE,17,0.15,199.19,bookstore_customers
5306,2021-06-18,YYC-SE,13,0.32,78.24,bookstore_customers
5307,2020-05-11,YYC-DT,6,0.36,19.5,bookstore_customers
5308,2023-05-03,YYC-NW,2,0.37,6.16,bookstore_customers
5309,2024-02-24,YYC-DT,11,0.34,275.32,bookstore_customers
5310,2021-09-01,YYC-NW,3,0.55,208.76,bookstore_customers
5311,2019-05-06,YYC-NW,4,0.28,371.27,bookstore_customers
5312,2020-05-28,YYC-DT,6,0.35,133.34,bookstore_customers
5313,2024-04-01,YYC-SE,9,0.23,98.73,bookstore_customers
5314,2024-08-22,YYC-DT,10,0.3,78.78,bookstore_customers
5315,2020-06-18,YYC-SE,7,0.37,90.88,bookstore_customers
5316,2020-02-17,YYC-DT,7,0.28,17.54,bookstore_customers
5317,2023-09-22,YYC-DT,3,0.43,128.62,bookstore_customers
5318,2022-04-23,YYC-DT,13,0.1,219.54,bookstore_customers
5319,2023-07-12,YYC-NW,12,0.32,23.42,bookstore_customers
5320,2021-06-02,YYC-NW,14,0.15,91.1,bookstore_customers
5321,2023-06-19,YYC-NW,6,0.21,299.63,bookstore_customers
5322,2021-10-28,YYC-DT,10,0.29,90.04,bookstore_customers
5323,2019-10-01,YYC-SE,4,0.14,89.94,bookstore_customers
5324,2022-06-10,YYC-NW,0,0.3,109.93,bookstore_customers
5325,2021-10-30,YYC-DT,6,0.52,69.46,bookstore_customers
5326,2023-05-14,YYC-NW,5,0.23,162.04,bookstore_customers
5327,2024-09-20,YYC-SE,19,0.43,141.32,bookstore_customers
5328,2023-12-31,YYC-SE,2,0.32,72.92,bookstore_customers
5329,2019-04-27,YYC-DT,15,0.18,30.44,bookstore_customers
5330,2024-05-22,YYC-DT,16,0.63,99.15,bookstore_customers
5331,2023-01-03,YYC-DT,12,0.14,27.81,bookstore_customers
5332,2019-11-29,YYC-NW,0,0.48,214.7,bookstore_customers
5333,2022-09-20,YYC-DT,14,0.36,203.03,bookstore_customers
5334,2019-12-09,YYC-NW,0,0.22,333.36,bookstore_customers
5335,2023-01-24,YYC-DT,6,0.3,254.36,bookstore_customers
5336,2020-09-13,YYC-NW,9,0.46,204.9,bookstore_customers
5337,2021-06-17,YYC-NW,15,0.31,70.0,bookstore_customers
5338,2020-11-06,YYC-SE,5,0.13,46.54,bookstore_customers
5339,2024-12-27,YYC-DT,9,0.16,119.86,bookstore_customers
5340,2020-02-25,YYC-DT,11,0.27,35.04,bookstore_customers
5341,2020-03-22,YYC-DT,6,0.23,188.46,bookstore_customers
5342,2023-11-24,YYC-SE,10,0.26,126.98,bookstore_customers
5343,2019-06-21,YYC-SE,7,0.23,97.34,bookstore_customers
5344,2021-09-20,YYC-NW,3,0.18,189.35,bookstore_customers
5345,2022-03-14,YYC-NW,4,0.19,56.31,bookstore_customers
5346,2023-10-21,YYC-DT,8,0.23,140.58,bookstore_customers
5347,2023-08-05,YYC-DT,16,0.28,114.78,bookstore_customers
5348,2021-11-14,YYC-DT,2,0.28,18.81,bookstore_customers
5349,2022-04-03,YYC-DT,7,0.13,66.32,bookstore_customers
5350,2021-05-04,YYC-NW,5,0.48,123.5,bookstore_customers
5351,2022-09-13,YYC-SE,5,0.52,212.54,bookstore_customers
5352,2022-12-04,YYC-DT,6,0.1,399.22,bookstore_customers
5353,2024-03-23,YYC-SE,7,0.07,74.62,bookstore_customers
5354,2022-10-05,YYC-NW,7,0.21,172.97,bookstore_customers
5355,2023-08-02,YYC-NW,10,0.44,57.49,bookstore_customers
5356,2022-03-17,YYC-NW,10,0.07,265.42,bookstore_customers
5357,2019-08-24,YYC-NW,8,0.31,113.1,bookstore_customers
5358,2022-05-20,YYC-DT,5,0.11,26.87,bookstore_customers
5359,2021-12-11,YYC-DT,0,0.07,68.66,bookstore_customers
5360,2020-07-25,YYC-SE,3,0.1,68.71,bookstore_customers
5361,2024-01-01,YYC-DT,10,0.14,276.15,bookstore_customers
5362,2019-05-18,YYC-DT,3,0.25,94.91,bookstore_customers
5363,2022-02-10,YYC-DT,13,0.37,130.87,bookstore_customers
5364,2023-07-02,YYC-NW,3,0.38,149.47,bookstore_customers
5365,2023-05-15,YYC-SE,10,0.18,118.1,bookstore_customers
5366,2019-01-05,YYC-NW,10,0.26,208.61,bookstore_customers
5367,2023-12-27,YYC-DT,6,0.41,368.45,bookstore_customers
5368,2019-11-21,YYC-DT,3,0.22,107.66,bookstore_customers
5369,2020-12-04,YYC-DT,8,0.48,138.6,bookstore_customers
5370,2019-03-09,YYC-SE,4,0.09,66.88,bookstore_customers
5371,2022-02-18,YYC-SE,6,0.33,184.82,bookstore_customers
5372,2020-11-04,YYC-NW,9,0.06,265.43,bookstore_customers
5373,2023-04-06,YYC-NW,18,0.56,157.44,bookstore_customers
5374,2019-11-08,YYC-DT,5,0.17,169.08,bookstore_customers
5375,2024-11-25,YYC-NW,0,0.14,163.32,bookstore_customers
5376,2021-04-27,YYC-DT,4,0.13,151.06,bookstore_customers
5377,2024-03-07,YYC-DT,14,0.6,88.76,bookstore_customers
5378,2021-01-11,YYC-NW,9,0.52,47.36,bookstore_customers
5379,2021-04-26,YYC-NW,8,0.24,35.96,bookstore_customers
5380,2024-09-18,YYC-DT,12,0.24,202.12,bookstore_customers
5381,2020-03-27,YYC-DT,4,0.23,106.38,bookstore_customers
5382,2023-04-30,YYC-SE,0,0.36,17.76,bookstore_customers
5383,2019-03-17,YYC-NW,9,0.25,94.88,bookstore_customers
5384,2020-09-23,YYC-SE,10,0.34,210.12,bookstore_customers
5385,2019-11-16,YYC-SE,9,0.17,70.26,bookstore_customers
5386,2021-05-12,YYC-DT,9,0.36,141.93,bookstore_customers
5387,2019-09-05,YYC-DT,3,0.09,96.68,bookstore_customers
5388,2024-04-18,YYC-DT,6,0.34,206.5,bookstore_customers
5389,2024-09-11,YYC-DT,11,0.32,107.36,bookstore_customers
5390,2019-01-31,YYC-NW,12,0.09,47.17,bookstore_customers
5391,2022-10-03,YYC-NW,14,0.25,162.71,bookstore_customers
5392,2023-04-03,YYC-NW,7,0.27,412.25,bookstore_customers
5393,2019-04-17,YYC-NW,5,0.47,74.48,bookstore_customers
5394,2019-04-01,YYC-DT,9,0.27,210.9,bookstore_customers
5395,2024-04-16,YYC-DT,0,0.48,61.7,bookstore_customers
5396,2024-01-14,YYC-NW,5,0.12,49.01,bookstore_customers
5397,2020-12-04,YYC-NW,0,0.53,30.11,bookstore_customers
5398,2021-10-03,YYC-DT,4,0.38,63.79,bookstore_customers
5399,2021-08-14,YYC-NW,1,0.44,40.75,bookstore_customers
5400,2021-07-11,YYC-SE,6,0.45,203.1,bookstore_customers
5401,2024-09-30,YYC-DT,4,0.23,314.23,bookstore_customers
5402,2022-02-05,YYC-NW,7,0.2,21.65,bookstore_customers
5403,2024-04-02,YYC-NW,5,0.7,273.44,bookstore_customers
5404,2024-12-10,YYC-DT,11,0.39,125.11,bookstore_customers
5405,2023-04-08,YYC-SE,5,0.15,55.88,bookstore_customers
5406,2020-01-01,YYC-DT,9,0.39,105.19,bookstore_customers
5407,2023-04-26,YYC-DT,15,0.43,181.63,bookstore_customers
5408,2022-07-14,YYC-DT,6,0.04,95.83,bookstore_customers
5409,2019-02-06,YYC-DT,9,0.26,111.59,bookstore_customers
5410,2021-02-14,YYC-DT,8,0.52,137.96,bookstore_customers
5411,2021-04-10,YYC-NW,5,0.18,178.12,bookstore_customers
5412,2021-05-11,YYC-NW,11,0.31,18.67,bookstore_customers
5413,2019-04-15,YYC-DT,12,0.24,86.83,bookstore_customers
5414,2022-07-17,YYC-NW,2,0.03,147.59,bookstore_customers
5415,2024-05-10,YYC-DT,13,0.2,171.76,bookstore_customers
5416,2019-04-07,YYC-NW,4,0.08,99.15,bookstore_customers
5417,2021-07-24,YYC-NW,8,0.09,235.43,bookstore_customers
5418,2019-04-10,YYC-NW,5,0.48,291.19,bookstore_customers
5419,2020-05-07,YYC-NW,5,0.05,200.42,bookstore_customers
5420,2021-11-09,YYC-DT,9,0.38,147.78,bookstore_customers
5421,2022-02-14,YYC-DT,0,0.67,139.09,bookstore_customers
5422,2019-03-28,YYC-SE,6,0.12,34.46,bookstore_customers
5423,2019-12-16,YYC-DT,2,0.39,43.22,bookstore_customers
5424,2023-08-23,YYC-DT,4,0.25,60.22,bookstore_customers
5425,2022-11-14,YYC-DT,3,0.29,112.8,bookstore_customers
5426,2021-09-21,YYC-SE,13,0.47,161.19,bookstore_customers
5427,2022-09-23,YYC-SE,17,0.15,210.03,bookstore_customers
5428,2024-07-01,YYC-NW,8,0.19,204.39,bookstore_customers
5429,2019-09-17,YYC-DT,3,0.25,79.31,bookstore_customers
5430,2023-11-19,YYC-NW,2,0.03,254.16,bookstore_customers
5431,2022-05-19,YYC-DT,9,0.14,41.58,bookstore_customers
5432,2022-05-04,YYC-SE,13,0.34,143.63,bookstore_customers
5433,2019-10-13,YYC-DT,14,0.18,146.26,bookstore_customers
5434,2019-11-02,YYC-DT,5,0.22,172.32,bookstore_customers
5435,2020-07-26,YYC-DT,3,0.41,167.59,bookstore_customers
5436,2023-06-01,YYC-DT,12,0.46,128.65,bookstore_customers
5437,2021-04-21,YYC-SE,10,0.74,54.93,bookstore_customers
5438,2024-07-30,YYC-NW,9,0.17,165.75,bookstore_customers
5439,2024-08-11,YYC-NW,4,0.23,147.89,bookstore_customers
5440,2024-02-10,YYC-SE,7,0.46,124.95,bookstore_customers
5441,2022-12-05,YYC-DT,4,0.42,76.89,bookstore_customers
5442,2023-07-25,YYC-SE,9,0.35,51.28,bookstore_customers
5443,2021-12-30,YYC-NW,2,0.21,208.76,bookstore_customers
5444,2019-03-20,YYC-DT,4,0.34,43.0,bookstore_customers
5445,2024-08-23,YYC-SE,5,0.15,144.47,bookstore_customers
5446,2024-09-13,YYC-SE,7,0.24,552.18,bookstore_customers
5447,2020-07-17,YYC-DT,10,0.16,186.93,bookstore_customers
5448,2023-03-19,YYC-DT,10,0.37,57.62,bookstore_customers
5449,2024-01-26,YYC-NW,7,0.07,151.18,bookstore_customers
5450,2019-09-20,YYC-DT,11,0.15,275.6,bookstore_customers
5451,2024-12-07,YYC-DT,13,0.3,28.71,bookstore_customers
5452,2023-07-31,YYC-DT,5,0.27,42.81,bookstore_customers
5453,2024-03-02,YYC-SE,7,0.25,83.48,bookstore_customers
5454,2019-10-19,YYC-SE,19,0.16,79.82,bookstore_customers
5455,2024-05-31,YYC-DT,5,0.25,140.23,bookstore_customers
5456,2019-04-17,YYC-DT,0,0.69,58.05,bookstore_customers
5457,2022-09-04,YYC-SE,8,0.34,305.42,bookstore_customers
5458,2020-04-21,YYC-DT,2,0.21,85.55,bookstore_customers
5459,2019-02-18,YYC-DT,8,0.32,60.58,bookstore_customers
5460,2024-08-19,YYC-DT,10,0.28,109.69,bookstore_customers
5461,2024-03-05,YYC-NW,7,0.2,18.03,bookstore_customers
5462,2024-10-06,YYC-NW,7,0.39,141.85,bookstore_customers
5463,2019-04-25,YYC-NW,8,0.21,461.41,bookstore_customers
5464,2023-01-06,YYC-NW,1,0.27,268.61,bookstore_customers
5465,2020-12-30,YYC-NW,12,0.38,80.64,bookstore_customers
5466,2024-11-02,YYC-DT,11,0.47,52.11,bookstore_customers
5467,2022-12-01,YYC-DT,14,0.11,278.64,bookstore_customers
5468,2021-03-16,YYC-DT,11,0.02,83.38,bookstore_customers
5469,2024-11-24,YYC-DT,7,0.38,260.31,bookstore_customers
5470,2024-01-12,YYC-SE,9,0.13,181.65,bookstore_customers
5471,2024-06-26,YYC-DT,6,0.07,103.01,bookstore_customers
5472,2021-09-17,YYC-SE,12,0.23,544.41,bookstore_customers
5473,2021-05-21,YYC-DT,11,0.05,252.6,bookstore_customers
5474,2022-04-04,YYC-DT,13,0.23,208.78,bookstore_customers
5475,2021-10-29,YYC-SE,6,0.61,228.96,bookstore_customers
5476,2021-07-17,YYC-DT,15,0.35,99.86,bookstore_customers
5477,2024-10-28,YYC-DT,6,0.11,227.16,bookstore_customers
5478,2019-12-15,YYC-DT,7,0.21,58.78,bookstore_customers
5479,2024-05-19,YYC-DT,5,0.36,149.91,bookstore_customers
5480,2022-10-08,YYC-SE,7,0.38,266.19,bookstore_customers
5481,2020-03-18,YYC-DT,4,0.35,307.39,bookstore_customers
5482,2022-01-29,YYC-DT,10,0.24,165.26,bookstore_customers
5483,2019-03-17,YYC-SE,0,0.2,81.0,bookstore_customers
5484,2022-04-11,YYC-SE,5,0.14,44.5,bookstore_customers
5485,2021-02-16,YYC-NW,0,0.15,55.81,bookstore_customers
5486,2022-06-20,YYC-DT,5,0.15,71.66,bookstore_customers
5487,2019-10-18,YYC-NW,2,0.55,285.03,bookstore_customers
5488,2022-09-21,YYC-SE,8,0.71,15.6,bookstore_customers
5489,2022-07-17,YYC-DT,15,0.45,109.91,bookstore_customers
5490,2021-07-02,YYC-DT,6,0.23,97.9,bookstore_customers
5491,2019-01-28,YYC-DT,15,0.17,33.0,bookstore_customers
5492,2019-06-22,YYC-NW,6,0.09,67.98,bookstore_customers
5493,2020-02-06,YYC-DT,2,0.55,111.89,bookstore_customers
5494,2021-03-28,YYC-NW,8,0.45,113.65,bookstore_customers
5495,2022-04-14,YYC-DT,13,0.68,132.32,bookstore_customers
5496,2020-04-18,YYC-DT,4,0.24,50.89,bookstore_customers
5497,2024-05-04,YYC-DT,1,0.09,65.89,bookstore_customers
5498,2020-12-23,YYC-DT,16,0.74,172.43,bookstore_customers
5499,2024-05-05,YYC-DT,10,0.3,109.93,bookstore_customers
5500,2023-05-30,YYC-NW,3,0.34,100.9,bookstore_customers
5501,2021-02-12,YYC-NW,6,0.23,17.53,bookstore_customers
5502,2021-10-10,YYC-SE,0,0.08,205.93,bookstore_customers
5503,2020-10-16,YYC-DT,4,0.38,170.94,bookstore_customers
5504,2024-05-01,YYC-NW,5,0.09,278.98,bookstore_customers
5505,2020-12-21,YYC-NW,14,0.31,79.34,bookstore_customers
5506,2023-08-19,YYC-SE,0,0.3,142.62,bookstore_customers
5507,2022-07-14,YYC-SE,3,0.44,87.56,bookstore_customers
5508,2023-08-15,YYC-DT,11,0.1,34.17,bookstore_customers
5509,2020-01-04,YYC-DT,4,0.33,46.57,bookstore_customers
5510,2020-12-17,YYC-DT,9,0.57,55.28,bookstore_customers
5511,2022-04-18,YYC-SE,7,0.33,308.83,bookstore_customers
5512,2024-05-26,YYC-SE,7,0.08,111.72,bookstore_customers
5513,2024-07-22,YYC-DT,10,0.51,115.78,bookstore_customers
5514,2020-03-23,YYC-NW,11,0.2,297.46,bookstore_customers
5515,2021-04-06,YYC-NW,9,0.27,154.68,bookstore_customers
5516,2023-06-11,YYC-DT,4,0.53,62.18,bookstore_customers
5517,2021-08-10,YYC-DT,7,0.47,132.77,bookstore_customers
5518,2023-11-30,YYC-DT,7,0.31,203.44,bookstore_customers
5519,2022-12-17,YYC-NW,7,0.27,273.59,bookstore_customers
5520,2024-12-23,YYC-NW,7,0.2,119.78,bookstore_customers
5521,2022-12-16,YYC-DT,10,0.27,173.81,bookstore_customers
5522,2024-08-19,YYC-SE,21,0.45,231.41,bookstore_customers
5523,2019-01-09,YYC-SE,12,0.2,141.87,bookstore_customers
5524,2019-11-19,YYC-DT,6,0.26,140.52,bookstore_customers
5525,2023-10-15,YYC-SE,8,0.41,45.0,bookstore_customers
5526,2020-11-02,YYC-SE,12,0.08,188.64,bookstore_customers
5527,2022-07-06,YYC-DT,8,0.15,196.72,bookstore_customers
5528,2024-12-01,YYC-DT,3,0.42,57.24,bookstore_customers
5529,2021-11-13,YYC-SE,20,0.12,106.89,bookstore_customers
5530,2019-11-14,YYC-SE,9,0.58,404.14,bookstore_customers
5531,2019-08-29,YYC-NW,11,0.41,238.73,bookstore_customers
5532,2020-12-09,YYC-NW,7,0.28,110.99,bookstore_customers
5533,2021-02-09,YYC-NW,10,0.18,142.64,bookstore_customers
5534,2019-02-14,YYC-DT,3,0.26,65.05,bookstore_customers
5535,2021-02-21,YYC-DT,2,0.21,68.13,bookstore_customers
5536,2019-04-08,YYC-DT,13,0.27,193.53,bookstore_customers
5537,2020-03-03,YYC-NW,2,0.43,111.23,bookstore_customers
5538,2020-09-15,YYC-DT,13,0.16,331.77,bookstore_customers
5539,2021-05-02,YYC-SE,9,0.28,55.2,bookstore_customers
5540,2020-09-26,YYC-DT,2,0.3,86.01,bookstore_customers
5541,2024-12-18,YYC-DT,9,0.2,254.85,bookstore_customers
5542,2020-06-28,YYC-DT,12,0.22,120.79,bookstore_customers
5543,2020-06-16,YYC-DT,11,0.5,287.3,bookstore_customers
5544,2019-06-03,YYC-DT,10,0.25,233.81,bookstore_customers
5545,2024-12-05,YYC-NW,7,0.19,107.03,bookstore_customers
5546,2023-09-30,YYC-DT,19,0.42,126.81,bookstore_customers
5547,2022-11-20,YYC-NW,15,0.37,56.47,bookstore_customers
5548,2021-11-07,YYC-SE,3,0.11,23.07,bookstore_customers
5549,2024-11-17,YYC-DT,12,0.34,165.36,bookstore_customers
5550,2019-03-10,YYC-NW,9,0.04,350.31,bookstore_customers
5551,2021-09-08,YYC-DT,13,0.37,84.71,bookstore_customers
5552,2021-02-27,YYC-SE,15,0.22,156.09,bookstore_customers
5553,2023-04-29,YYC-NW,0,0.25,108.3,bookstore_customers
5554,2019-11-13,YYC-NW,2,0.6,230.75,bookstore_customers
5555,2024-05-09,YYC-SE,8,0.03,74.97,bookstore_customers
5556,2024-04-19,YYC-DT,7,0.23,295.86,bookstore_customers
5557,2020-12-21,YYC-SE,9,0.26,98.48,bookstore_customers
5558,2022-02-24,YYC-NW,10,0.09,100.56,bookstore_customers
5559,2019-03-05,YYC-SE,9,0.14,194.64,bookstore_customers
5560,2020-06-10,YYC-SE,12,0.19,146.44,bookstore_customers
5561,2022-09-16,YYC-DT,0,0.37,21.03,bookstore_customers
5562,2019-01-04,YYC-DT,6,0.28,182.12,bookstore_customers
5563,2023-07-16,YYC-DT,3,0.45,443.18,bookstore_customers
5564,2019-01-25,YYC-SE,8,0.29,103.5,bookstore_customers
5565,2019-09-06,YYC-NW,8,0.24,69.57,bookstore_customers
5566,2021-12-01,YYC-DT,12,0.63,163.65,bookstore_customers
5567,2019-04-24,YYC-NW,10,0.28,40.53,bookstore_customers
5568,2021-01-10,YYC-DT,13,0.58,91.47,bookstore_customers
5569,2023-07-20,YYC-NW,3,0.25,95.95,bookstore_customers
5570,2019-05-11,YYC-SE,6,0.2,120.13,bookstore_customers
5571,2024-08-24,YYC-DT,0,0.15,26.06,bookstore_customers
5572,2022-02-08,YYC-NW,10,0.22,80.97,bookstore_customers
5573,2021-10-23,YYC-DT,11,0.3,54.39,bookstore_customers
5574,2024-12-02,YYC-DT,5,0.2,31.45,bookstore_customers
5575,2022-04-11,YYC-DT,6,0.16,359.04,bookstore_customers
5576,2023-09-28,YYC-NW,9,0.11,168.44,bookstore_customers
5577,2022-06-11,YYC-SE,10,0.11,54.3,bookstore_customers
5578,2019-11-20,YYC-DT,13,0.23,344.49,bookstore_customers
5579,2024-05-15,YYC-NW,12,0.31,96.79,bookstore_customers
5580,2023-12-15,YYC-DT,1,0.22,314.11,bookstore_customers
5581,2024-12-16,YYC-DT,15,0.06,159.75,bookstore_customers
5582,2021-03-01,YYC-DT,10,0.05,82.46,bookstore_customers
5583,2023-04-11,YYC-DT,5,0.34,178.18,bookstore_customers
5584,2019-03-16,YYC-NW,4,0.14,440.11,bookstore_customers
5585,2019-01-31,YYC-SE,11,0.35,66.51,bookstore_customers
5586,2020-07-31,YYC-DT,4,0.17,66.1,bookstore_customers
5587,2020-01-17,YYC-SE,19,0.18,81.11,bookstore_customers
5588,2024-11-28,YYC-DT,6,0.3,157.95,bookstore_customers
5589,2024-07-21,YYC-NW,12,0.23,21.74,bookstore_customers
5590,2021-01-11,YYC-SE,7,0.16,97.33,bookstore_customers
5591,2020-08-28,YYC-NW,8,0.45,107.72,bookstore_customers
5592,2020-02-28,YYC-DT,11,0.31,421.74,bookstore_customers
5593,2020-05-10,YYC-NW,6,0.21,94.57,bookstore_customers
5594,2023-03-16,YYC-DT,3,0.48,77.86,bookstore_customers
5595,2023-10-16,YYC-SE,18,0.23,333.46,bookstore_customers
5596,2023-09-30,YYC-SE,0,0.17,320.97,bookstore_customers
5597,2023-06-03,YYC-DT,6,0.36,28.1,bookstore_customers
5598,2020-05-15,YYC-DT,3,0.64,39.53,bookstore_customers
5599,2020-12-06,YYC-DT,0,0.24,139.33,bookstore_customers
5600,2021-01-10,YYC-NW,10,0.45,186.05,bookstore_customers
5601,2019-07-05,YYC-SE,9,0.12,142.93,bookstore_customers
5602,2022-05-29,YYC-DT,0,0.44,377.58,bookstore_customers
5603,2020-10-12,YYC-DT,10,0.26,43.45,bookstore_customers
5604,2023-01-23,YYC-SE,18,0.1,128.07,bookstore_customers
5605,2023-02-06,YYC-DT,10,0.44,237.26,bookstore_customers
5606,2024-12-21,YYC-DT,6,0.42,217.8,bookstore_customers
5607,2023-09-10,YYC-DT,6,0.37,144.92,bookstore_customers
5608,2023-04-14,YYC-NW,2,0.11,42.03,bookstore_customers
5609,2023-10-19,YYC-SE,3,0.26,144.1,bookstore_customers
5610,2020-07-23,YYC-NW,11,0.06,248.2,bookstore_customers
5611,2019-02-23,YYC-SE,8,0.17,270.09,bookstore_customers
5612,2024-06-08,YYC-NW,5,0.29,353.8,bookstore_customers
5613,2023-01-13,YYC-DT,7,0.54,198.44,bookstore_customers
5614,2020-08-16,YYC-DT,5,0.29,145.2,bookstore_customers
5615,2021-02-08,YYC-SE,3,0.39,120.52,bookstore_customers
5616,2024-02-11,YYC-DT,21,0.46,34.79,bookstore_customers
5617,2019-12-05,YYC-DT,17,0.35,167.19,bookstore_customers
5618,2022-09-16,YYC-DT,1,0.31,88.55,bookstore_customers
5619,2019-11-14,YYC-DT,17,0.23,184.42,bookstore_customers
5620,2021-08-07,YYC-SE,5,0.11,227.52,bookstore_customers
5621,2022-05-21,YYC-SE,14,0.08,42.26,bookstore_customers
5622,2022-04-27,YYC-DT,14,0.48,60.29,bookstore_customers
5623,2024-01-24,YYC-NW,7,0.54,101.57,bookstore_customers
5624,2023-03-08,YYC-NW,8,0.12,122.0,bookstore_customers
5625,2020-07-25,YYC-DT,6,0.47,246.25,bookstore_customers
5626,2022-07-17,YYC-NW,8,0.15,62.49,bookstore_customers
5627,2019-01-02,YYC-NW,2,0.11,202.88,bookstore_customers
5628,2021-04-02,YYC-NW,0,0.28,157.17,bookstore_customers
5629,2024-03-08,YYC-NW,8,0.31,148.05,bookstore_customers
5630,2022-02-10,YYC-NW,3,0.03,370.89,bookstore_customers
5631,2024-08-30,YYC-SE,2,0.21,45.54,bookstore_customers
5632,2022-10-26,YYC-SE,5,0.46,83.09,bookstore_customers
5633,2023-07-27,YYC-DT,8,0.17,159.22,bookstore_customers
5634,2022-07-04,YYC-SE,7,0.22,21.22,bookstore_customers
5635,2019-02-03,YYC-SE,3,0.25,131.83,bookstore_customers
5636,2022-01-26,YYC-DT,11,0.15,59.7,bookstore_customers
5637,2024-10-28,YYC-NW,8,0.35,88.12,bookstore_customers
5638,2019-12-01,YYC-SE,10,0.15,288.22,bookstore_customers
5639,2023-02-15,YYC-DT,10,0.3,103.06,bookstore_customers
5640,2019-10-15,YYC-SE,20,0.23,256.39,bookstore_customers
5641,2022-12-03,YYC-NW,5,0.06,286.6,bookstore_customers
5642,2024-06-02,YYC-SE,10,0.12,191.31,bookstore_customers
5643,2023-10-15,YYC-SE,6,0.09,331.2,bookstore_customers
5644,2021-11-08,YYC-NW,9,0.39,311.05,bookstore_customers
5645,2020-06-14,YYC-SE,7,0.07,110.4,bookstore_customers
5646,2024-12-11,YYC-SE,8,0.54,235.13,bookstore_customers
5647,2020-05-08,YYC-DT,11,0.32,99.18,bookstore_customers
5648,2023-09-12,YYC-NW,8,0.51,65.23,bookstore_customers
5649,2021-10-22,YYC-DT,3,0.42,135.64,bookstore_customers
5650,2022-02-22,YYC-SE,16,0.09,227.72,bookstore_customers
5651,2023-08-07,YYC-DT,1,0.06,107.96,bookstore_customers
5652,2020-01-14,YYC-NW,7,0.12,72.76,bookstore_customers
5653,2024-08-05,YYC-SE,14,0.16,520.89,bookstore_customers
5654,2023-12-04,YYC-NW,4,0.34,92.54,bookstore_customers
5655,2021-07-13,YYC-DT,3,0.06,96.28,bookstore_customers
5656,2024-07-17,YYC-DT,0,0.06,21.96,bookstore_customers
5657,2023-10-06,YYC-NW,4,0.13,176.01,bookstore_customers
5658,2021-07-03,YYC-DT,1,0.47,311.56,bookstore_customers
5659,2021-05-05,YYC-SE,10,0.23,69.73,bookstore_customers
5660,2022-03-28,YYC-NW,16,0.18,154.82,bookstore_customers
5661,2023-07-30,YYC-NW,8,0.27,65.51,bookstore_customers
5662,2022-11-07,YYC-NW,6,0.38,481.8,bookstore_customers
5663,2023-05-15,YYC-DT,11,0.14,411.2,bookstore_customers
5664,2022-12-04,YYC-SE,4,0.47,392.02,bookstore_customers
5665,2023-02-24,YYC-DT,2,0.41,57.08,bookstore_customers
5666,2021-07-04,YYC-DT,7,0.09,30.95,bookstore_customers
5667,2023-08-28,YYC-NW,6,0.24,126.28,bookstore_customers
5668,2021-10-12,YYC-SE,15,0.31,135.8,bookstore_customers
5669,2023-03-09,YYC-NW,7,0.14,153.97,bookstore_customers
5670,2022-02-22,YYC-SE,2,0.23,105.42,bookstore_customers
