,customer_id,signup_date,home_store,annual_visits,online_ratio,ltv_estimate,first_purchase_date,last_purchase_date,region,loyalty_member,total_purchases,total_spent,avg_purchase_value,visits_2023,has_escalation,escalation_reason,customer_rating,visit_category,recency_days,lifetime_days
7519,7520,2021-10-06,YYC-NW,16,0.28,14.8,2021-10-06,2024-11-18,Calgary NW,False,38,1986.15,52.27,19,False,No Description,4.16,Sering,43,1139
7520,7521,2024-08-19,YYC-SE,12,0.49,93.07,2024-08-19,2024-11-28,Calgary SE,True,3,116.77,38.92,11,False,No Description,4.84,Sering,33,101
7521,7522,2023-11-07,YYC-DT,7,0.2,40.21,2023-11-07,2024-05-31,Calgary Downtown,True,6,567.98,94.66,4,True,Rude Staff,3.75,Jarang,214,206
7522,7523,2024-01-14,YYC-SE,6,0.06,17.9,2024-01-14,2024-09-29,Calgary SE,False,4,243.62,60.9,7,False,No Description,4.11,Sering,93,259
7523,7524,2022-07-24,YYC-NW,16,0.39,52.83,2022-07-24,2023-11-29,Calgary NW,False,31,1811.5,58.44,11,False,No Description,4.13,Sering,398,493
7524,7525,2023-07-26,YYC-DT,2,0.22,151.48,2023-07-26,2024-03-02,Calgary Downtown,False,2,141.53,70.76,2,False,No Description,3.33,Sangat Jarang,304,220
7525,7526,2024-01-14,ONLINE,16,0.51,74.56,2024-01-14,2024-10-24,Online,True,16,992.49,62.03,15,False,No Description,4.57,Sering,68,284
7526,7527,2024-03-27,YYC-DT,3,0.18,109.22,2024-03-27,2024-10-30,Calgary Downtown,False,2,93.82,46.91,3,False,No Description,4.07,Jarang,62,217
7527,7528,2021-07-17,YYC-DT,19,0.43,54.69,2021-07-17,2022-05-04,Calgary Downtown,False,46,1491.53,32.42,16,True,Late Delivery,3.68,Sering,972,291
7528,7529,2024-04-05,YYC-DT,8,0.16,117.11,2024-04-05,2024-09-22,Calgary Downtown,False,4,238.39,59.6,7,True,Damaged Book,3.86,Sering,100,170
7529,7530,2020-10-21,YYC-SE,9,0.33,167.66,2020-10-21,2021-06-28,Calgary SE,False,40,1033.6,25.84,9,False,No Description,4.31,Sering,1282,250
7530,7531,2019-02-05,YYC-DT,11,0.12,115.11,2019-02-05,2023-02-21,Calgary Downtown,True,66,2115.71,32.06,7,False,No Description,4.47,Sering,679,1477
7531,7532,2020-09-26,YYC-DT,11,0.47,252.86,2020-09-26,2021-01-01,Calgary Downtown,False,47,2552.58,54.31,11,True,Damaged Book,3.7,Sering,1460,97
7532,7533,2019-12-17,YYC-NW,13,0.12,95.24,2019-12-17,2024-02-23,Calgary NW,False,61,1797.22,29.46,11,True,Website Issue,3.66,Sering,312,1529
7533,7534,2023-11-02,YYC-NW,8,0.41,91.77,2023-11-02,2024-10-12,Calgary NW,False,6,407.72,67.95,8,False,No Description,3.81,Sering,80,345
7534,7535,2024-02-11,YYC-DT,14,0.15,114.56,2024-02-11,2024-08-29,Calgary Downtown,False,10,577.44,57.74,10,False,No Description,4.17,Sering,124,200
7535,7536,2019-01-13,ONLINE,8,0.34,42.95,2019-01-13,2019-08-09,Online,False,41,3249.75,79.26,9,False,No Description,4.05,Sering,1971,208
7536,7537,2020-06-01,YYC-DT,18,0.22,191.5,2020-06-01,2023-01-11,Calgary Downtown,False,69,5048.18,73.16,9,False,No Description,4.03,Sering,720,954
7537,7538,2020-09-16,YYC-DT,10,0.47,189.37,2020-09-16,2022-05-05,Calgary Downtown,True,41,1188.13,28.98,11,False,No Description,4.22,Sering,971,596
7538,7539,2022-08-13,YYC-SE,16,0.29,406.44,2022-08-13,2023-01-02,Calgary SE,False,33,2313.65,70.11,18,False,No Description,4.04,Sering,729,142
7539,7540,2024-12-11,YYC-DT,5,0.12,141.25,2024-12-11,2024-07-18,Calgary Downtown,True,1,55.11,55.11,4,True,Billing Error,3.71,Jarang,166,-146
7540,7541,2021-11-20,YYC-SE,13,0.47,282.21,2021-11-20,2022-12-27,Calgary SE,True,42,3825.36,91.08,9,False,No Description,4.78,Sering,735,402
7541,7542,2022-01-08,YYC-DT,13,0.67,215.9,2022-01-08,2023-08-27,Calgary Downtown,False,36,1745.58,48.49,7,True,Rude Staff,3.36,Sering,492,596
7542,7543,2021-06-25,YYC-DT,18,0.25,82.39,2021-06-25,2022-02-21,Calgary Downtown,False,59,3802.95,64.46,9,False,No Description,3.95,Sering,1044,241
7543,7544,2023-11-09,YYC-NW,14,0.39,203.25,2023-11-09,2024-09-07,Calgary NW,False,13,325.57,25.04,8,False,No Description,4.27,Sering,115,303
7544,7545,2021-10-20,YYC-DT,15,0.06,277.29,2021-10-20,2024-03-06,Calgary Downtown,False,40,2225.77,55.64,18,True,Late Delivery,3.33,Sering,300,868
7545,7546,2024-03-14,YYC-SE,13,0.18,82.66,2024-03-14,2024-06-13,Calgary SE,False,8,508.52,63.56,8,False,No Description,4.09,Sering,201,91
7546,7547,2022-12-28,YYC-NW,19,0.3,108.93,2022-12-28,2024-02-02,Calgary NW,False,27,1403.04,51.96,15,False,No Description,4.18,Sering,333,401
7547,7548,2021-09-20,YYC-NW,11,0.21,189.55,2021-09-20,2022-06-30,Calgary NW,False,34,1830.62,53.84,9,False,No Description,4.06,Sering,915,283
7548,7549,2022-06-06,YYC-NW,14,0.07,32.97,2022-06-06,2023-01-13,Calgary NW,True,32,921.96,28.81,13,False,No Description,4.02,Sering,718,221
7549,7550,2022-04-29,YYC-SE,12,0.5,145.84,2022-04-29,2022-10-12,Calgary SE,False,29,1442.78,49.75,11,False,No Description,3.7,Sering,811,166
7550,7551,2023-03-05,YYC-DT,16,0.22,103.89,2023-03-05,2024-05-18,Calgary Downtown,False,25,848.7,33.95,12,True,Damaged Book,3.45,Sering,227,440
7551,7552,2023-01-22,YYC-DT,15,0.34,268.77,2023-01-22,2024-11-22,Calgary Downtown,False,29,1819.97,62.76,10,False,No Description,4.14,Sering,39,670
7552,7553,2024-06-24,YYC-NW,10,0.36,123.95,2024-06-24,2024-11-06,Calgary NW,False,4,294.72,73.68,11,False,No Description,3.8,Sering,55,135
7553,7554,2021-08-07,YYC-DT,15,0.49,17.44,2021-08-07,2022-11-06,Calgary Downtown,False,44,3525.04,80.11,14,False,No Description,3.88,Sering,786,456
7554,7555,2019-10-22,YYC-SE,10,0.16,162.76,2019-10-22,2021-12-31,Calgary SE,False,39,3560.66,91.3,12,False,No Description,3.87,Sering,1096,801
7555,7556,2019-04-04,ONLINE,16,0.37,107.89,2019-04-04,2022-01-06,Online,False,87,6929.97,79.65,12,False,No Description,4.08,Sering,1090,1008
7556,7557,2021-08-09,YYC-NW,6,0.51,61.27,2021-08-09,2023-09-10,Calgary NW,False,16,923.12,57.7,3,False,No Description,3.47,Jarang,478,762
7557,7558,2024-09-06,YYC-DT,14,0.08,280.43,2024-09-06,2024-12-14,Calgary Downtown,True,4,112.24,28.06,9,False,No Description,4.43,Sering,17,99
7558,7559,2020-10-26,ONLINE,16,0.24,81.06,2020-10-26,2023-09-18,Online,True,55,1453.89,26.43,18,False,No Description,4.33,Sering,470,1057
7559,7560,2019-05-06,YYC-DT,2,0.34,57.82,2019-05-06,2021-06-08,Calgary Downtown,False,9,557.96,62.0,2,False,No Description,3.7,Sangat Jarang,1302,764
7560,7561,2020-05-11,YYC-SE,6,0.56,121.98,2020-05-11,2023-04-28,Calgary SE,True,20,751.72,37.59,6,True,Damaged Book,4.65,Jarang,613,1082
7561,7562,2021-11-28,YYC-NW,12,0.18,125.71,2021-11-28,2022-03-08,Calgary NW,False,26,804.27,30.93,8,False,No Description,3.83,Sering,1029,100
7562,7563,2021-01-28,YYC-NW,13,0.26,68.08,2021-01-28,2021-08-23,Calgary NW,False,38,2603.84,68.52,13,False,No Description,4.51,Sering,1226,207
7563,7564,2021-08-20,YYC-DT,4,0.2,116.24,2021-08-20,2022-07-19,Calgary Downtown,True,10,579.98,58.0,2,True,Billing Error,4.62,Sangat Jarang,896,333
7564,7565,2024-08-01,YYC-DT,4,0.28,137.65,2024-08-01,2024-11-07,Calgary Downtown,False,1,43.18,43.18,5,False,No Description,3.7,Jarang,54,98
7565,7566,2024-07-17,YYC-DT,7,0.01,53.13,2024-07-17,2024-12-02,Calgary Downtown,False,2,173.11,86.56,8,False,No Description,4.29,Sering,29,138
7566,7567,2023-01-13,YYC-SE,9,0.52,45.88,2023-01-13,2024-01-31,Calgary SE,False,17,1455.46,85.62,9,False,No Description,3.93,Sering,335,383
7567,7568,2019-07-15,YYC-DT,6,0.16,295.68,2019-07-15,2024-02-09,Calgary Downtown,False,30,1125.78,37.53,5,False,No Description,3.8,Jarang,326,1670
7568,7569,2021-09-25,YYC-DT,2,0.35,188.83,2021-09-25,2022-06-21,Calgary Downtown,False,6,487.09,81.18,2,False,No Description,3.83,Sangat Jarang,924,269
7569,7570,2019-07-29,YYC-NW,9,0.32,359.82,2019-07-29,2024-03-09,Calgary NW,False,35,1738.85,49.68,11,False,No Description,4.46,Sering,297,1685
7570,7571,2020-01-05,YYC-DT,3,0.23,169.59,2020-01-05,2024-04-20,Calgary Downtown,False,13,502.36,38.64,3,True,Late Delivery,3.52,Jarang,255,1567
7571,7572,2024-10-22,YYC-DT,18,0.12,114.55,2024-10-22,2024-08-19,Calgary Downtown,False,4,335.27,83.82,17,True,Website Issue,3.01,Sering,134,-64
7572,7573,2019-07-31,YYC-NW,16,0.39,134.69,2019-07-31,2020-09-21,Calgary NW,False,91,6355.69,69.84,13,True,Late Delivery,3.22,Sering,1562,418
7573,7574,2020-03-23,YYC-DT,9,0.23,358.32,2020-03-23,2024-03-19,Calgary Downtown,False,36,2931.4,81.43,5,False,No Description,3.65,Jarang,287,1457
7574,7575,2019-12-25,YYC-DT,6,0.13,247.6,2019-12-25,2020-04-26,Calgary Downtown,False,28,1443.23,51.54,7,True,Rude Staff,3.15,Sering,1710,123
7575,7576,2023-01-08,YYC-DT,9,0.36,15.79,2023-01-08,2024-06-10,Calgary Downtown,False,19,1240.31,65.28,10,True,Damaged Book,3.42,Sering,204,519
7576,7577,2023-05-10,YYC-NW,8,0.49,145.76,2023-05-10,2023-09-16,Calgary NW,True,12,760.59,63.38,8,False,No Description,3.97,Sering,472,129
7577,7578,2023-09-04,YYC-SE,19,0.1,216.77,2023-09-04,2024-03-31,Calgary SE,False,27,2261.96,83.78,12,True,Billing Error,3.82,Sering,275,209
7578,7579,2024-05-13,YYC-DT,3,0.14,406.68,2024-05-13,2024-12-07,Calgary Downtown,False,1,79.17,79.17,3,False,No Description,3.84,Jarang,24,208
7579,7580,2019-11-20,YYC-SE,11,0.16,202.96,2019-11-20,2023-11-25,Calgary SE,False,56,3821.33,68.24,12,False,No Description,3.57,Sering,402,1466
7580,7581,2021-08-22,YYC-NW,10,0.43,162.44,2021-08-22,2022-03-12,Calgary NW,False,30,2122.94,70.76,10,True,Late Delivery,4.05,Sering,1025,202
7581,7582,2021-11-21,ONLINE,5,0.12,319.51,2021-11-21,2022-08-20,Online,False,15,949.8,63.32,6,True,Late Delivery,3.44,Jarang,864,272
7582,7583,2020-04-27,ONLINE,18,0.45,179.46,2020-04-27,2023-08-13,Online,False,78,4844.84,62.11,13,False,No Description,4.03,Sering,506,1203
7583,7584,2019-05-07,YYC-NW,11,0.47,104.25,2019-05-07,2023-11-09,Calgary NW,True,52,4208.53,80.93,11,False,No Description,4.39,Sering,418,1647
7584,7585,2019-07-09,YYC-DT,14,0.56,77.04,2019-07-09,2024-06-18,Calgary Downtown,False,66,4663.56,70.66,12,False,No Description,4.34,Sering,196,1806
7585,7586,2024-07-14,ONLINE,16,0.32,80.3,2024-07-14,2024-12-13,Online,False,5,326.02,65.2,9,True,Rude Staff,3.35,Sering,18,152
7586,7587,2024-11-14,YYC-SE,5,0.49,63.29,2024-11-14,2024-07-09,Calgary SE,False,1,38.39,38.39,4,True,Website Issue,3.75,Jarang,175,-128
7587,7588,2019-07-18,ONLINE,15,0.39,72.45,2019-07-18,2020-05-27,Online,True,69,5593.1,81.06,8,False,No Description,4.24,Sering,1679,314
7588,7589,2020-08-25,YYC-NW,9,0.55,124.77,2020-08-25,2024-08-29,Calgary NW,False,31,1446.36,46.66,7,False,No Description,4.05,Sering,124,1465
7589,7590,2023-10-29,YYC-DT,11,0.33,308.12,2023-10-29,2024-12-13,Calgary Downtown,True,10,615.13,61.51,8,False,No Description,4.91,Sering,18,411
7590,7591,2019-04-08,YYC-NW,6,0.03,207.05,2019-04-08,2020-11-06,Calgary NW,False,25,917.97,36.72,3,False,No Description,3.91,Jarang,1516,578
7591,7592,2019-02-08,YYC-DT,2,0.47,160.65,2019-02-08,2022-02-06,Calgary Downtown,False,8,514.23,64.28,2,False,No Description,4.26,Sangat Jarang,1059,1094
7592,7593,2020-07-01,YYC-SE,15,0.52,83.89,2020-07-01,2024-04-15,Calgary SE,True,62,1966.32,31.71,9,True,Billing Error,3.94,Sering,260,1384
7593,7594,2019-10-16,ONLINE,13,0.07,102.49,2019-10-16,2023-05-17,Online,False,50,2223.38,44.47,8,True,Billing Error,3.47,Sering,594,1309
7594,7595,2019-07-14,YYC-DT,15,0.3,158.42,2019-07-14,2023-10-16,Calgary Downtown,False,85,6240.18,73.41,16,False,No Description,4.33,Sering,442,1555
7595,7596,2019-03-22,YYC-DT,15,0.44,210.96,2019-03-22,2023-10-01,Calgary Downtown,False,84,5399.15,64.28,13,False,No Description,4.14,Sering,457,1654
7596,7597,2020-09-07,YYC-DT,2,0.25,433.47,2020-09-07,2021-06-08,Calgary Downtown,False,7,483.61,69.09,2,False,No Description,4.16,Sangat Jarang,1302,274
7597,7598,2020-07-21,ONLINE,18,0.47,142.46,2020-07-21,2022-04-04,Online,True,87,6260.27,71.96,9,False,No Description,4.6,Sering,1002,622
7598,7599,2020-03-21,YYC-SE,10,0.08,24.14,2020-03-21,2021-05-16,Calgary SE,True,42,2506.59,59.68,11,False,No Description,4.38,Sering,1325,421
7599,7600,2023-04-28,YYC-SE,2,0.22,197.83,2023-04-28,2023-11-30,Calgary SE,True,2,188.55,94.28,1,True,Billing Error,3.69,Sangat Jarang,397,216
7600,7601,2022-05-17,YYC-SE,4,0.19,123.5,2022-05-17,2024-03-06,Calgary SE,False,11,756.58,68.78,4,False,No Description,4.37,Jarang,300,659
7601,7602,2019-07-15,YYC-SE,6,0.14,224.16,2019-07-15,2021-09-21,Calgary SE,True,25,2282.67,91.31,5,False,No Description,4.75,Jarang,1197,799
7602,7603,2024-02-13,YYC-SE,4,0.39,115.02,2024-02-13,2024-11-04,Calgary SE,False,2,75.95,37.98,2,True,Website Issue,3.8,Sangat Jarang,57,265
7603,7604,2022-09-21,YYC-DT,5,0.56,208.18,2022-09-21,2024-03-14,Calgary Downtown,False,9,574.33,63.81,5,True,Late Delivery,3.25,Jarang,292,540
7604,7605,2021-05-16,ONLINE,3,0.49,79.32,2021-05-16,2024-01-11,Online,False,10,344.69,34.47,3,False,No Description,4.16,Jarang,355,970
7605,7606,2021-04-10,YYC-NW,16,0.71,124.09,2021-04-10,2024-02-08,Calgary NW,False,65,3912.0,60.18,8,False,No Description,4.11,Sering,327,1034
7606,7607,2020-12-14,YYC-DT,5,0.29,97.88,2020-12-14,2024-10-16,Calgary Downtown,False,16,1502.22,93.89,4,False,No Description,3.96,Jarang,76,1402
7607,7608,2022-08-10,YYC-SE,2,0.1,79.81,2022-08-10,2024-07-09,Calgary SE,False,3,78.73,26.24,2,False,No Description,3.68,Sangat Jarang,175,699
7608,7609,2020-05-29,YYC-DT,16,0.38,45.4,2020-05-29,2021-05-12,Calgary Downtown,False,52,3052.3,58.7,18,False,No Description,3.79,Sering,1329,348
7609,7610,2023-12-28,YYC-DT,8,0.4,184.97,2023-12-28,2024-08-26,Calgary Downtown,False,5,203.63,40.73,5,False,No Description,3.99,Jarang,127,242
7610,7611,2019-07-19,YYC-NW,12,0.76,152.7,2019-07-19,2022-05-04,Calgary NW,True,48,2075.8,43.25,10,False,No Description,4.4,Sering,972,1020
7611,7612,2020-03-16,YYC-SE,14,0.21,153.22,2020-03-16,2022-06-01,Calgary SE,True,55,2315.16,42.09,10,False,No Description,4.39,Sering,944,807
7612,7613,2020-06-11,YYC-NW,7,0.6,116.59,2020-06-11,2022-12-12,Calgary NW,False,33,1483.84,44.96,8,False,No Description,4.07,Sering,750,914
7613,7614,2023-08-01,YYC-DT,5,0.19,136.84,2023-08-01,2023-11-13,Calgary Downtown,True,5,385.48,77.1,5,False,No Description,4.08,Jarang,414,104
7614,7615,2021-03-27,YYC-SE,5,0.74,208.63,2021-03-27,2023-04-17,Calgary SE,False,17,613.75,36.1,4,False,No Description,3.64,Jarang,624,751
7615,7616,2020-06-10,YYC-NW,3,0.57,119.45,2020-06-10,2024-06-23,Calgary NW,False,10,435.15,43.52,3,False,No Description,4.42,Jarang,191,1474
7616,7617,2024-08-22,YYC-NW,15,0.17,298.77,2024-08-22,2024-12-23,Calgary NW,False,4,174.55,43.64,14,True,Website Issue,3.87,Sering,8,123
7617,7618,2024-07-19,YYC-SE,5,0.39,58.29,2024-07-19,2024-11-30,Calgary SE,False,2,164.93,82.46,3,False,No Description,4.27,Jarang,31,134
7618,7619,2022-03-19,ONLINE,6,0.42,355.31,2022-03-19,2024-07-25,Online,True,12,986.99,82.25,5,False,No Description,4.52,Jarang,159,859
7619,7620,2020-11-16,ONLINE,10,0.58,15.21,2020-11-16,2022-04-01,Online,True,40,3644.63,91.12,6,False,No Description,4.14,Jarang,1005,501
7620,7621,2019-02-03,YYC-NW,13,0.64,166.03,2019-02-03,2021-10-20,Calgary NW,False,72,3467.86,48.16,15,False,No Description,3.85,Sering,1168,990
7621,7622,2021-10-15,YYC-NW,3,0.1,81.63,2021-10-15,2022-10-30,Calgary NW,False,7,616.41,88.06,3,True,Rude Staff,3.09,Jarang,793,380
7622,7623,2020-11-22,YYC-DT,11,0.07,42.85,2020-11-22,2024-08-16,Calgary Downtown,False,39,2331.19,59.77,6,True,Rude Staff,3.24,Jarang,137,1363
7623,7624,2024-03-08,YYC-DT,18,0.33,192.78,2024-03-08,2024-07-11,Calgary Downtown,True,14,1255.59,89.68,13,False,No Description,4.21,Sering,173,125
7624,7625,2023-05-30,YYC-SE,4,0.43,210.25,2023-05-30,2024-01-09,Calgary SE,False,5,134.27,26.85,2,False,No Description,4.29,Sangat Jarang,357,224
7625,7626,2019-09-29,YYC-NW,4,0.32,117.46,2019-09-29,2020-12-15,Calgary NW,True,20,1068.61,53.43,3,False,No Description,4.3,Jarang,1477,443
7626,7627,2024-09-07,ONLINE,14,0.51,240.84,2024-09-07,2024-12-26,Online,False,4,181.42,45.36,11,False,No Description,3.62,Sering,5,110
7627,7628,2021-12-08,YYC-DT,2,0.43,97.46,2021-12-08,2023-12-05,Calgary Downtown,False,5,258.88,51.78,2,False,No Description,4.05,Sangat Jarang,392,727
7628,7629,2019-03-24,YYC-NW,8,0.6,111.29,2019-03-24,2022-04-09,Calgary NW,False,44,2203.93,50.09,7,False,No Description,3.96,Sering,997,1112
7629,7630,2020-11-30,YYC-DT,18,0.5,59.86,2020-11-30,2022-09-03,Calgary Downtown,False,67,3353.72,50.06,21,False,No Description,4.16,Sangat Sering,850,642
7630,7631,2020-04-05,YYC-DT,12,0.25,22.23,2020-04-05,2021-12-10,Calgary Downtown,True,57,3074.88,53.95,7,False,No Description,4.11,Sering,1117,614
7631,7632,2021-05-25,YYC-DT,12,0.41,331.77,2021-05-25,2022-01-26,Calgary Downtown,False,36,2299.35,63.87,11,False,No Description,4.38,Sering,1070,246
7632,7633,2022-12-31,YYC-NW,13,0.23,38.73,2022-12-31,2023-05-29,Calgary NW,False,21,1770.81,84.32,11,False,No Description,3.84,Sering,582,149
7633,7634,2021-09-16,YYC-NW,16,0.47,192.1,2021-09-16,2022-08-10,Calgary NW,False,52,1903.39,36.6,18,True,Website Issue,3.6,Sering,874,328
7634,7635,2021-12-25,YYC-SE,14,0.11,15.99,2021-12-25,2024-12-06,Calgary SE,False,38,2969.01,78.13,16,True,Billing Error,3.95,Sering,25,1077
7635,7636,2021-06-18,YYC-DT,5,0.34,97.08,2021-06-18,2023-09-17,Calgary Downtown,True,15,1014.31,67.62,5,False,No Description,4.73,Jarang,471,821
7636,7637,2022-05-05,ONLINE,2,0.32,134.98,2022-05-05,2022-09-12,Online,True,5,379.48,75.9,2,False,No Description,4.41,Sangat Jarang,841,130
7637,7638,2023-01-29,ONLINE,4,0.2,107.96,2023-01-29,2023-05-17,Online,False,7,372.03,53.15,4,False,No Description,3.96,Jarang,594,108
7638,7639,2024-05-17,YYC-DT,10,0.14,352.84,2024-05-17,2024-11-13,Calgary Downtown,True,5,247.52,49.5,7,False,No Description,4.98,Sering,48,180
7639,7640,2022-01-31,YYC-DT,15,0.49,189.77,2022-01-31,2022-06-05,Calgary Downtown,False,41,2732.47,66.65,13,False,No Description,4.01,Sering,940,125
7640,7641,2023-01-19,YYC-DT,12,0.57,195.88,2023-01-19,2024-10-13,Calgary Downtown,False,19,663.09,34.9,11,False,No Description,4.08,Sering,79,633
7641,7642,2020-02-04,YYC-NW,6,0.06,81.24,2020-02-04,2022-05-15,Calgary NW,False,26,1649.66,63.45,5,False,No Description,4.06,Jarang,961,831
7642,7643,2020-03-31,ONLINE,12,0.32,190.14,2020-03-31,2024-08-18,Online,True,61,4401.48,72.16,7,False,No Description,4.35,Sering,135,1601
7643,7644,2023-10-25,YYC-SE,9,0.1,119.83,2023-10-25,2024-08-24,Calgary SE,False,7,321.67,45.95,7,True,Late Delivery,3.5,Sering,129,304
7644,7645,2024-10-14,YYC-NW,12,0.09,312.09,2024-10-14,2024-01-19,Calgary NW,True,3,217.16,72.39,14,False,No Description,4.52,Sering,347,-269
7645,7646,2023-11-27,YYC-NW,11,0.32,93.39,2023-11-27,2024-08-26,Calgary NW,False,11,746.0,67.82,11,False,No Description,4.52,Sering,127,273
7646,7647,2024-05-08,YYC-DT,17,0.4,133.8,2024-05-08,2024-10-10,Calgary Downtown,True,8,558.74,69.84,18,False,No Description,4.27,Sering,82,155
7647,7648,2023-09-07,YYC-NW,9,0.12,31.35,2023-09-07,2024-07-08,Calgary NW,False,11,431.96,39.27,5,True,Billing Error,3.38,Jarang,176,305
7648,7649,2023-02-05,YYC-DT,3,0.41,81.89,2023-02-05,2024-06-01,Calgary Downtown,True,6,241.09,40.18,3,False,No Description,4.59,Jarang,213,482
7649,7650,2023-07-31,YYC-NW,12,0.39,237.59,2023-07-31,2024-01-10,Calgary NW,True,14,367.13,26.22,8,False,No Description,4.31,Sering,356,163
7650,7651,2023-08-14,YYC-NW,4,0.34,95.83,2023-08-14,2024-02-12,Calgary NW,True,5,352.67,70.53,4,True,Billing Error,4.27,Jarang,323,182
7651,7652,2022-06-29,YYC-NW,10,0.37,52.27,2022-06-29,2022-10-26,Calgary NW,False,20,669.42,33.47,11,False,No Description,3.96,Sering,797,119
7652,7653,2020-04-20,YYC-SE,3,0.48,70.58,2020-04-20,2024-11-19,Calgary SE,False,11,974.1,88.55,3,True,Late Delivery,3.21,Jarang,42,1674
7653,7654,2024-01-20,YYC-SE,10,0.11,72.06,2024-01-20,2024-10-08,Calgary SE,False,9,427.4,47.49,7,False,No Description,3.94,Sering,84,262
7654,7655,2020-10-30,YYC-DT,12,0.23,97.36,2020-10-30,2023-11-29,Calgary Downtown,True,35,3098.75,88.54,7,False,No Description,4.61,Sering,398,1125
7655,7656,2019-09-06,YYC-NW,18,0.31,163.15,2019-09-06,2023-03-10,Calgary NW,False,94,3528.44,37.54,19,False,No Description,4.22,Sering,662,1281
7656,7657,2021-01-14,YYC-NW,17,0.36,91.78,2021-01-14,2022-02-25,Calgary NW,False,64,2406.47,37.6,18,False,No Description,4.64,Sering,1040,407
7657,7658,2019-04-02,YYC-NW,18,0.3,48.8,2019-04-02,2021-01-28,Calgary NW,False,81,7554.77,93.27,13,True,Late Delivery,3.78,Sering,1433,667
7658,7659,2019-03-16,YYC-DT,19,0.08,77.55,2019-03-16,2021-11-10,Calgary Downtown,False,105,6176.88,58.83,19,False,No Description,4.32,Sering,1147,970
7659,7660,2022-04-10,YYC-DT,8,0.22,128.03,2022-04-10,2024-07-24,Calgary Downtown,False,20,1653.48,82.67,7,True,Billing Error,2.98,Sering,160,836
7660,7661,2020-10-11,ONLINE,7,0.15,47.85,2020-10-11,2022-07-10,Online,False,24,1563.37,65.14,5,True,Website Issue,3.58,Jarang,905,637
7661,7662,2020-05-19,YYC-NW,2,0.23,88.4,2020-05-19,2022-12-05,Calgary NW,False,7,582.83,83.26,1,False,No Description,3.79,Sangat Jarang,757,930
7662,7663,2019-12-12,YYC-SE,18,0.3,132.14,2019-12-12,2021-11-16,Calgary SE,False,74,4998.08,67.54,15,False,No Description,4.12,Sering,1141,705
7663,7664,2022-05-01,YYC-SE,3,0.32,190.73,2022-05-01,2024-01-04,Calgary SE,False,7,357.98,51.14,2,False,No Description,4.7,Sangat Jarang,362,613
7664,7665,2020-09-01,YYC-SE,9,0.34,66.72,2020-09-01,2023-08-14,Calgary SE,False,42,3370.3,80.25,5,False,No Description,4.33,Jarang,505,1077
7665,7666,2023-05-23,YYC-NW,18,0.28,90.43,2023-05-23,2024-01-27,Calgary NW,False,22,1412.28,64.19,19,False,No Description,4.18,Sering,339,249
7666,7667,2021-05-26,YYC-DT,10,0.11,137.55,2021-05-26,2024-08-31,Calgary Downtown,False,27,2033.67,75.32,8,True,Rude Staff,3.02,Sering,122,1193
7667,7668,2024-11-09,YYC-NW,16,0.29,197.25,2024-11-09,2024-06-04,Calgary NW,False,4,285.95,71.49,16,False,No Description,4.25,Sering,210,-158
7668,7669,2021-07-25,YYC-NW,10,0.19,98.73,2021-07-25,2024-12-01,Calgary NW,True,31,1632.46,52.66,11,False,No Description,4.35,Sering,30,1225
7669,7670,2019-12-23,YYC-SE,8,0.33,139.58,2019-12-23,2024-06-28,Calgary SE,False,42,3446.2,82.05,8,False,No Description,3.89,Sering,186,1649
7670,7671,2024-10-06,YYC-SE,13,0.25,541.15,2024-10-06,2024-06-25,Calgary SE,False,3,148.88,49.63,10,False,No Description,3.64,Sering,189,-103
7671,7672,2019-02-05,YYC-NW,9,0.28,106.49,2019-02-05,2022-04-26,Calgary NW,True,43,2427.23,56.45,9,False,No Description,4.2,Sering,980,1176
7672,7673,2020-09-04,ONLINE,10,0.07,126.83,2020-09-04,2022-10-06,Online,True,30,1936.46,64.55,11,True,Billing Error,4.26,Sering,817,762
7673,7674,2023-03-24,YYC-SE,19,0.05,118.42,2023-03-24,2023-08-06,Calgary SE,True,30,2480.47,82.68,16,False,No Description,5.0,Sering,513,135
7674,7675,2020-05-14,YYC-SE,7,0.16,305.91,2020-05-14,2023-02-20,Calgary SE,False,27,2136.07,79.11,8,True,Damaged Book,3.56,Sering,680,1012
7675,7676,2021-06-10,YYC-DT,3,0.15,283.3,2021-06-10,2022-06-20,Calgary Downtown,True,11,452.96,41.18,3,False,No Description,4.59,Jarang,925,375
7676,7677,2023-03-10,YYC-DT,17,0.26,207.1,2023-03-10,2024-03-17,Calgary Downtown,False,33,917.98,27.82,17,False,No Description,4.36,Sering,289,373
7677,7678,2020-04-30,YYC-NW,16,0.04,105.24,2020-04-30,2022-05-10,Calgary NW,False,65,3865.63,59.47,17,True,Damaged Book,3.43,Sering,966,740
7678,7679,2024-05-24,YYC-NW,15,0.53,153.84,2024-05-24,2024-09-17,Calgary NW,False,9,611.36,67.93,9,False,No Description,3.86,Sering,105,116
7679,7680,2020-07-21,YYC-DT,9,0.18,237.82,2020-07-21,2023-11-21,Calgary Downtown,True,29,1548.62,53.4,6,True,Rude Staff,3.82,Jarang,406,1218
7680,7681,2020-05-28,YYC-DT,10,0.28,227.7,2020-05-28,2023-10-16,Calgary Downtown,False,37,2611.5,70.58,9,True,Damaged Book,4.35,Sering,442,1236
