date,store_id,channel,transactions,revenue,gst_collected,net_revenue,year,month
2021-08-10,YYC-DT,ONLINE,18,792,39.62,752,2021,8
2021-08-10,YYC-NW,IN_STORE,33,1197,59.88,1137,2021,8
2021-08-10,YYC-NW,ONLINE,12,412,20.63,391,2021,8
2021-08-10,YYC-SE,IN_STORE,26,924,46.2,877,2021,8
2021-08-10,YYC-SE,ONLINE,11,441,22.08,419,2021,8
2021-08-11,YYC-DT,IN_STORE,66,1798,89.92,1708,2021,8
2021-08-11,YYC-DT,ONLINE,19,800,40.01,760,2021,8
2021-08-11,YYC-NW,IN_STORE,32,1188,59.4,1128,2021,8
2021-08-11,YYC-NW,ONLINE,16,497,24.85,472,2021,8
2021-08-11,YYC-SE,IN_STORE,38,1091,54.59,1037,2021,8
2021-08-11,YYC-SE,ONLINE,16,435,21.78,413,2021,8
2021-08-12,YYC-DT,IN_STORE,40,1637,81.89,1555,2021,8
2021-08-12,YYC-DT,ONLINE,25,743,37.19,706,2021,8
2021-08-12,YYC-NW,IN_STORE,40,1141,57.05,1084,2021,8
2021-08-12,YYC-NW,ONLINE,15,483,24.19,459,2021,8
2021-08-12,YYC-SE,IN_STORE,38,975,48.76,926,2021,8
2021-08-12,YYC-SE,ONLINE,10,455,22.8,433,2021,8
2021-08-13,YYC-DT,IN_STORE,52,1722,86.13,1636,2021,8
2021-08-13,YYC-DT,ONLINE,27,822,41.12,781,2021,8
2021-08-13,YYC-NW,IN_STORE,32,1226,61.34,1165,2021,8
2021-08-13,YYC-NW,ONLINE,15,505,25.28,480,2021,8
2021-08-13,YYC-SE,IN_STORE,29,1024,51.2,972,2021,8
2021-08-13,YYC-SE,ONLINE,17,435,21.78,413,2021,8
2021-08-14,YYC-DT,IN_STORE,49,1845,92.28,1753,2021,8
2021-08-14,YYC-DT,ONLINE,22,802,40.15,762,2021,8
2021-08-14,YYC-NW,IN_STORE,50,1221,61.07,1160,2021,8
2021-08-14,YYC-NW,ONLINE,18,507,25.38,482,2021,8
2021-08-14,YYC-SE,IN_STORE,42,1082,54.1,1027,2021,8
2021-08-14,YYC-SE,ONLINE,12,512,25.62,486,2021,8
2021-08-15,YYC-DT,IN_STORE,60,1934,96.72,1837,2021,8
2021-08-15,YYC-DT,ONLINE,33,797,39.86,757,2021,8
2021-08-15,YYC-NW,IN_STORE,53,1409,70.48,1339,2021,8
2021-08-15,YYC-NW,ONLINE,17,562,28.15,534,2021,8
2021-08-15,YYC-SE,IN_STORE,31,1142,57.11,1085,2021,8
2021-08-15,YYC-SE,ONLINE,17,525,26.29,499,2021,8
2021-08-16,YYC-DT,IN_STORE,55,1763,88.17,1675,2021,8
2021-08-16,YYC-DT,ONLINE,29,731,36.57,694,2021,8
2021-08-16,YYC-NW,IN_STORE,42,1180,59.01,1121,2021,8
2021-08-16,YYC-NW,ONLINE,21,517,25.85,491,2021,8
2021-08-16,YYC-SE,IN_STORE,26,1106,55.33,1051,2021,8
2021-08-16,YYC-SE,ONLINE,16,439,21.96,417,2021,8
2021-08-17,YYC-DT,IN_STORE,49,1646,82.33,1564,2021,8
2021-08-17,YYC-DT,ONLINE,21,708,35.42,672,2021,8
2021-08-17,YYC-NW,IN_STORE,44,1191,59.6,1132,2021,8
2021-08-17,YYC-NW,ONLINE,20,524,26.24,498,2021,8
2021-08-17,YYC-SE,IN_STORE,26,1052,52.63,1000,2021,8
2021-08-17,YYC-SE,ONLINE,11,473,23.66,449,2021,8
2021-08-18,YYC-DT,IN_STORE,56,1742,87.11,1655,2021,8
2021-08-18,YYC-DT,ONLINE,27,753,37.68,715,2021,8
2021-08-18,YYC-NW,IN_STORE,30,1278,63.9,1214,2021,8
2021-08-18,YYC-NW,ONLINE,14,532,26.6,505,2021,8
2021-08-18,YYC-SE,IN_STORE,32,1102,55.14,1047,2021,8
2021-08-18,YYC-SE,ONLINE,16,430,21.51,408,2021,8
2021-08-19,YYC-DT,IN_STORE,56,1808,90.41,1717,2021,8
2021-08-19,YYC-DT,ONLINE,30,800,40.03,760,2021,8
2021-08-19,YYC-NW,IN_STORE,47,1316,65.82,1250,2021,8
2021-08-19,YYC-NW,ONLINE,19,580,29.02,551,2021,8
2021-08-19,YYC-SE,IN_STORE,39,1095,54.78,1040,2021,8
2021-08-19,YYC-SE,ONLINE,12,470,23.51,446,2021,8
2021-08-20,YYC-DT,IN_STORE,52,1580,79.03,1501,2021,8
2021-08-20,YYC-DT,ONLINE,18,748,37.42,710,2021,8
2021-08-20,YYC-NW,IN_STORE,29,1226,61.34,1165,2021,8
2021-08-20,YYC-NW,ONLINE,16,492,24.6,467,2021,8
2021-08-20,YYC-SE,IN_STORE,41,1008,50.45,958,2021,8
2021-08-20,YYC-SE,ONLINE,18,435,21.78,413,2021,8
2021-08-21,YYC-DT,IN_STORE,55,1812,90.62,1721,2021,8
2021-08-21,YYC-DT,ONLINE,25,720,36.02,684,2021,8
2021-08-21,YYC-NW,IN_STORE,53,1309,65.49,1244,2021,8
2021-08-21,YYC-NW,ONLINE,17,635,31.8,604,2021,8
2021-08-21,YYC-SE,IN_STORE,34,1069,53.5,1016,2021,8
2021-08-21,YYC-SE,ONLINE,20,526,26.34,500,2021,8
2021-08-22,YYC-DT,IN_STORE,72,1873,93.67,1779,2021,8
2021-08-22,YYC-DT,ONLINE,32,820,41.01,779,2021,8
2021-08-22,YYC-NW,IN_STORE,47,1249,62.49,1187,2021,8
2021-08-22,YYC-NW,ONLINE,16,551,27.6,524,2021,8
2021-08-22,YYC-SE,IN_STORE,41,1132,56.62,1075,2021,8
2021-08-22,YYC-SE,ONLINE,17,480,24.05,456,2021,8
2021-08-23,YYC-DT,IN_STORE,57,1734,86.71,1647,2021,8
2021-08-23,YYC-DT,ONLINE,32,726,36.34,690,2021,8
2021-08-23,YYC-NW,IN_STORE,33,1319,65.99,1253,2021,8
2021-08-23,YYC-NW,ONLINE,13,493,24.68,468,2021,8
2021-08-23,YYC-SE,IN_STORE,39,1072,53.6,1018,2021,8
2021-08-23,YYC-SE,ONLINE,16,429,21.47,407,2021,8
2021-08-24,YYC-DT,IN_STORE,44,1689,84.46,1604,2021,8
2021-08-24,YYC-DT,ONLINE,17,703,35.17,668,2021,8
2021-08-24,YYC-NW,IN_STORE,31,1041,52.09,989,2021,8
2021-08-24,YYC-NW,ONLINE,15,505,25.3,480,2021,8
2021-08-24,YYC-SE,IN_STORE,25,1010,50.51,959,2021,8
2021-08-24,YYC-SE,ONLINE,17,453,22.65,430,2021,8
2021-08-25,YYC-DT,IN_STORE,52,1847,92.36,1754,2021,8
2021-08-25,YYC-DT,ONLINE,23,763,38.17,725,2021,8
2021-08-25,YYC-NW,IN_STORE,31,1246,62.33,1184,2021,8
2021-08-25,YYC-NW,ONLINE,19,524,26.24,498,2021,8
2021-08-25,YYC-SE,IN_STORE,43,1081,54.06,1027,2021,8
2021-08-25,YYC-SE,ONLINE,11,437,21.9,416,2021,8
2021-08-26,YYC-DT,IN_STORE,44,1716,85.83,1630,2021,8
2021-08-26,YYC-DT,ONLINE,20,775,38.76,736,2021,8
2021-08-26,YYC-NW,IN_STORE,32,1272,63.61,1208,2021,8
2021-08-26,YYC-NW,ONLINE,14,499,24.96,474,2021,8
2021-08-26,YYC-SE,IN_STORE,39,1014,50.72,963,2021,8
2021-08-26,YYC-SE,ONLINE,16,355,17.78,337,2021,8
2021-08-27,YYC-DT,IN_STORE,61,1538,76.93,1461,2021,8
2021-08-27,YYC-DT,ONLINE,22,696,34.85,662,2021,8
2021-08-27,YYC-NW,IN_STORE,27,1059,52.96,1006,2021,8
2021-08-27,YYC-NW,ONLINE,15,473,23.67,449,2021,8
2021-08-27,YYC-SE,IN_STORE,29,940,47.03,893,2021,8
2021-08-27,YYC-SE,ONLINE,11,446,22.32,424,2021,8
2021-08-28,YYC-DT,IN_STORE,49,1911,95.58,1816,2021,8
2021-08-28,YYC-DT,ONLINE,24,846,42.35,804,2021,8
2021-08-28,YYC-NW,IN_STORE,38,1275,63.79,1212,2021,8
2021-08-28,YYC-NW,ONLINE,19,528,26.41,501,2021,8
2021-08-28,YYC-SE,IN_STORE,37,1147,57.39,1090,2021,8
2021-08-28,YYC-SE,ONLINE,12,517,25.88,491,2021,8
2021-08-29,YYC-DT,IN_STORE,56,1749,87.45,1661,2021,8
2021-08-29,YYC-DT,ONLINE,19,709,35.46,673,2021,8
2021-08-29,YYC-NW,IN_STORE,34,1314,65.71,1248,2021,8
2021-08-29,YYC-NW,ONLINE,17,595,29.78,565,2021,8
2021-08-29,YYC-SE,IN_STORE,29,1107,55.4,1052,2021,8
2021-08-29,YYC-SE,ONLINE,11,522,26.14,496,2021,8
2021-08-30,YYC-DT,IN_STORE,53,1752,87.6,1664,2021,8
2021-08-30,YYC-DT,ONLINE,25,812,40.62,771,2021,8
2021-08-30,YYC-NW,IN_STORE,31,1288,64.41,1223,2021,8
2021-08-30,YYC-NW,ONLINE,13,491,24.6,467,2021,8
2021-08-30,YYC-SE,IN_STORE,35,1101,55.06,1046,2021,8
2021-08-30,YYC-SE,ONLINE,14,445,22.25,422,2021,8
2021-08-31,YYC-DT,IN_STORE,63,1635,81.75,1553,2021,8
2021-08-31,YYC-DT,ONLINE,20,687,34.4,653,2021,8
2021-08-31,YYC-NW,IN_STORE,40,1099,54.99,1044,2021,8
2021-08-31,YYC-NW,ONLINE,16,521,26.07,495,2021,8
2021-08-31,YYC-SE,IN_STORE,32,948,47.42,900,2021,8
2021-08-31,YYC-SE,ONLINE,11,407,20.39,387,2021,8
2021-09-01,YYC-DT,IN_STORE,65,1573,78.65,1494,2021,9
2021-09-01,YYC-DT,ONLINE,25,684,34.21,649,2021,9
2021-09-01,YYC-NW,IN_STORE,39,1127,56.39,1071,2021,9
2021-09-01,YYC-NW,ONLINE,13,424,21.22,403,2021,9
2021-09-01,YYC-SE,IN_STORE,25,1021,51.08,970,2021,9
2021-09-01,YYC-SE,ONLINE,13,445,22.26,422,2021,9
2021-09-02,YYC-DT,IN_STORE,47,1493,74.66,1418,2021,9
2021-09-02,YYC-DT,ONLINE,26,623,31.19,592,2021,9
2021-09-02,YYC-NW,IN_STORE,36,1065,53.26,1011,2021,9
2021-09-02,YYC-NW,ONLINE,16,501,25.09,476,2021,9
2021-09-02,YYC-SE,IN_STORE,36,902,45.14,857,2021,9
2021-09-02,YYC-SE,ONLINE,14,372,18.63,353,2021,9
2021-09-03,YYC-DT,IN_STORE,39,1709,85.5,1624,2021,9
2021-09-03,YYC-DT,ONLINE,17,642,32.13,610,2021,9
2021-09-03,YYC-NW,IN_STORE,44,1165,58.25,1106,2021,9
2021-09-03,YYC-NW,ONLINE,13,526,26.34,500,2021,9
2021-09-03,YYC-SE,IN_STORE,26,1036,51.84,984,2021,9
2021-09-03,YYC-SE,ONLINE,12,463,23.16,440,2021,9
2021-09-04,YYC-DT,IN_STORE,56,1577,78.89,1498,2021,9
2021-09-04,YYC-DT,ONLINE,18,693,34.67,658,2021,9
2021-09-04,YYC-NW,IN_STORE,37,1110,55.54,1055,2021,9
2021-09-04,YYC-NW,ONLINE,12,422,21.14,401,2021,9
2021-09-04,YYC-SE,IN_STORE,28,922,46.13,876,2021,9
2021-09-04,YYC-SE,ONLINE,15,404,20.23,384,2021,9
2021-09-05,YYC-DT,IN_STORE,51,1644,82.21,1562,2021,9
2021-09-05,YYC-DT,ONLINE,19,746,37.31,708,2021,9
2021-09-05,YYC-NW,IN_STORE,34,1242,62.14,1180,2021,9
2021-09-05,YYC-NW,ONLINE,17,475,23.79,452,2021,9
2021-09-05,YYC-SE,IN_STORE,30,1000,50.04,950,2021,9
2021-09-05,YYC-SE,ONLINE,11,415,20.78,394,2021,9
2021-09-06,YYC-DT,IN_STORE,43,1868,93.43,1775,2021,9
2021-09-06,YYC-DT,ONLINE,19,667,33.37,634,2021,9
2021-09-06,YYC-NW,IN_STORE,47,1271,63.57,1207,2021,9
2021-09-06,YYC-NW,ONLINE,12,501,25.05,476,2021,9
2021-09-06,YYC-SE,IN_STORE,41,1137,56.88,1080,2021,9
2021-09-06,YYC-SE,ONLINE,11,391,19.6,372,2021,9
2021-09-07,YYC-DT,IN_STORE,65,1717,85.87,1631,2021,9
2021-09-07,YYC-DT,ONLINE,24,757,37.89,719,2021,9
2021-09-07,YYC-NW,IN_STORE,41,1188,59.4,1128,2021,9
2021-09-07,YYC-NW,ONLINE,14,528,26.42,501,2021,9
2021-09-07,YYC-SE,IN_STORE,27,1108,55.4,1052,2021,9
2021-09-07,YYC-SE,ONLINE,11,488,24.42,463,2021,9
2021-09-08,YYC-DT,IN_STORE,53,1563,78.18,1485,2021,9
2021-09-08,YYC-DT,ONLINE,18,695,34.77,660,2021,9
2021-09-08,YYC-NW,IN_STORE,29,1203,60.19,1143,2021,9
2021-09-08,YYC-NW,ONLINE,15,492,24.65,468,2021,9
2021-09-08,YYC-SE,IN_STORE,24,1108,55.41,1052,2021,9
2021-09-08,YYC-SE,ONLINE,15,452,22.6,429,2021,9
2021-09-09,YYC-DT,IN_STORE,38,1589,79.46,1509,2021,9
2021-09-09,YYC-DT,ONLINE,19,714,35.72,678,2021,9
2021-09-09,YYC-NW,IN_STORE,36,1140,57.05,1083,2021,9
2021-09-09,YYC-NW,ONLINE,12,503,25.16,477,2021,9
2021-09-09,YYC-SE,IN_STORE,30,998,49.91,948,2021,9
2021-09-09,YYC-SE,ONLINE,16,403,20.19,383,2021,9
2021-09-10,YYC-DT,IN_STORE,44,1701,85.05,1615,2021,9
2021-09-10,YYC-DT,ONLINE,20,688,34.43,654,2021,9
2021-09-10,YYC-NW,IN_STORE,29,1247,62.36,1184,2021,9
2021-09-10,YYC-NW,ONLINE,14,489,24.48,465,2021,9
2021-09-10,YYC-SE,IN_STORE,30,985,49.3,936,2021,9
2021-09-10,YYC-SE,ONLINE,13,413,20.67,392,2021,9
2021-09-11,YYC-DT,IN_STORE,45,1738,86.91,1651,2021,9
2021-09-11,YYC-DT,ONLINE,30,757,37.87,719,2021,9
2021-09-11,YYC-NW,IN_STORE,36,1242,62.12,1180,2021,9
2021-09-11,YYC-NW,ONLINE,14,524,26.25,498,2021,9
2021-09-11,YYC-SE,IN_STORE,33,1137,56.88,1080,2021,9
2021-09-11,YYC-SE,ONLINE,16,471,23.58,448,2021,9
2021-09-12,YYC-DT,IN_STORE,50,1667,83.39,1584,2021,9
2021-09-12,YYC-DT,ONLINE,27,705,35.28,670,2021,9
2021-09-12,YYC-NW,IN_STORE,51,1255,62.77,1192,2021,9
2021-09-12,YYC-NW,ONLINE,18,570,28.54,542,2021,9
2021-09-12,YYC-SE,IN_STORE,30,1098,54.93,1043,2021,9
2021-09-12,YYC-SE,ONLINE,16,418,20.93,397,2021,9
2021-09-13,YYC-DT,IN_STORE,58,1819,90.98,1728,2021,9
2021-09-13,YYC-DT,ONLINE,18,758,37.9,720,2021,9
2021-09-13,YYC-NW,IN_STORE,32,1323,66.18,1257,2021,9
2021-09-13,YYC-NW,ONLINE,19,495,24.76,470,2021,9
2021-09-13,YYC-SE,IN_STORE,33,1090,54.51,1035,2021,9
2021-09-13,YYC-SE,ONLINE,12,441,22.06,419,2021,9
2021-09-14,YYC-DT,IN_STORE,44,1688,84.41,1603,2021,9
2021-09-14,YYC-DT,ONLINE,19,707,35.36,671,2021,9
2021-09-14,YYC-NW,IN_STORE,34,1339,66.96,1272,2021,9
2021-09-14,YYC-NW,ONLINE,14,519,25.97,493,2021,9
2021-09-14,YYC-SE,IN_STORE,37,1096,54.8,1041,2021,9
2021-09-14,YYC-SE,ONLINE,17,456,22.82,433,2021,9
2021-09-15,YYC-DT,IN_STORE,48,1612,80.62,1531,2021,9
2021-09-15,YYC-DT,ONLINE,17,706,35.31,670,2021,9
2021-09-15,YYC-NW,IN_STORE,39,1240,62.04,1178,2021,9
2021-09-15,YYC-NW,ONLINE,19,446,22.32,424,2021,9
2021-09-15,YYC-SE,IN_STORE,24,993,49.66,943,2021,9
2021-09-15,YYC-SE,ONLINE,17,422,21.13,401,2021,9
2021-09-16,YYC-DT,IN_STORE,45,1550,77.53,1473,2021,9
2021-09-16,YYC-DT,ONLINE,18,753,37.7,716,2021,9
2021-09-16,YYC-NW,IN_STORE,29,1119,55.96,1063,2021,9
2021-09-16,YYC-NW,ONLINE,16,522,26.12,496,2021,9
2021-09-16,YYC-SE,IN_STORE,30,949,47.48,902,2021,9
2021-09-16,YYC-SE,ONLINE,12,424,21.21,403,2021,9
2021-09-17,YYC-DT,IN_STORE,51,1585,79.28,1506,2021,9
2021-09-17,YYC-DT,ONLINE,22,682,34.1,647,2021,9
2021-09-17,YYC-NW,IN_STORE,31,1142,57.14,1085,2021,9
2021-09-17,YYC-NW,ONLINE,14,510,25.52,484,2021,9
2021-09-17,YYC-SE,IN_STORE,35,1021,51.08,970,2021,9
2021-09-17,YYC-SE,ONLINE,11,426,21.31,404,2021,9
2021-09-18,YYC-DT,IN_STORE,59,1672,83.61,1588,2021,9
2021-09-18,YYC-DT,ONLINE,27,709,35.47,673,2021,9
2021-09-18,YYC-NW,IN_STORE,32,1046,52.32,994,2021,9
2021-09-18,YYC-NW,ONLINE,15,495,24.78,470,2021,9
2021-09-18,YYC-SE,IN_STORE,39,992,49.62,942,2021,9
2021-09-18,YYC-SE,ONLINE,15,406,20.34,386,2021,9
2021-09-19,YYC-DT,IN_STORE,49,1852,92.6,1759,2021,9
2021-09-19,YYC-DT,ONLINE,22,798,39.92,758,2021,9
2021-09-19,YYC-NW,IN_STORE,34,1239,61.99,1177,2021,9
2021-09-19,YYC-NW,ONLINE,16,551,27.6,524,2021,9
2021-09-19,YYC-SE,IN_STORE,30,1087,54.37,1032,2021,9
2021-09-19,YYC-SE,ONLINE,11,386,19.31,366,2021,9
2021-09-20,YYC-DT,IN_STORE,53,1558,77.93,1480,2021,9
2021-09-20,YYC-DT,ONLINE,19,683,34.18,649,2021,9
2021-09-20,YYC-NW,IN_STORE,33,1110,55.54,1055,2021,9
2021-09-20,YYC-NW,ONLINE,20,475,23.77,451,2021,9
2021-09-20,YYC-SE,IN_STORE,32,991,49.58,942,2021,9
2021-09-20,YYC-SE,ONLINE,17,452,22.64,430,2021,9
2021-09-21,YYC-DT,IN_STORE,47,1618,80.92,1537,2021,9
2021-09-21,YYC-DT,ONLINE,19,672,33.64,639,2021,9
2021-09-21,YYC-NW,IN_STORE,41,1039,51.97,987,2021,9
2021-09-21,YYC-NW,ONLINE,11,419,20.99,398,2021,9
2021-09-21,YYC-SE,IN_STORE,25,903,45.17,858,2021,9
2021-09-21,YYC-SE,ONLINE,16,389,19.5,370,2021,9
2021-09-22,YYC-DT,IN_STORE,55,1619,80.99,1538,2021,9
2021-09-22,YYC-DT,ONLINE,24,680,34.01,646,2021,9
2021-09-22,YYC-NW,IN_STORE,28,1104,55.22,1049,2021,9
2021-09-22,YYC-NW,ONLINE,12,463,23.15,439,2021,9
2021-09-22,YYC-SE,IN_STORE,28,954,47.73,906,2021,9
2021-09-22,YYC-SE,ONLINE,13,332,16.62,315,2021,9
2021-09-23,YYC-DT,IN_STORE,63,1795,89.77,1705,2021,9
2021-09-23,YYC-DT,ONLINE,30,752,37.61,714,2021,9
2021-09-23,YYC-NW,IN_STORE,39,1304,65.2,1238,2021,9
2021-09-23,YYC-NW,ONLINE,13,515,25.77,489,2021,9
2021-09-23,YYC-SE,IN_STORE,44,1083,54.15,1028,2021,9
2021-09-23,YYC-SE,ONLINE,12,482,24.13,458,2021,9
2021-09-24,YYC-DT,IN_STORE,52,1740,87.05,1653,2021,9
2021-09-24,YYC-DT,ONLINE,28,696,34.85,662,2021,9
2021-09-24,YYC-NW,IN_STORE,37,1225,61.27,1164,2021,9
2021-09-24,YYC-NW,ONLINE,20,450,22.5,427,2021,9
2021-09-24,YYC-SE,IN_STORE,34,987,49.37,938,2021,9
2021-09-24,YYC-SE,ONLINE,16,438,21.92,416,2021,9
2021-09-25,YYC-DT,IN_STORE,62,1677,83.88,1593,2021,9
2021-09-25,YYC-DT,ONLINE,25,754,37.7,716,2021,9
2021-09-25,YYC-NW,IN_STORE,51,1251,62.56,1188,2021,9
2021-09-25,YYC-NW,ONLINE,16,470,23.51,446,2021,9
2021-09-25,YYC-SE,IN_STORE,34,1023,51.19,972,2021,9
2021-09-25,YYC-SE,ONLINE,17,450,22.54,428,2021,9
2021-09-26,YYC-DT,IN_STORE,45,1928,96.43,1832,2021,9
2021-09-26,YYC-DT,ONLINE,26,755,37.77,717,2021,9
2021-09-26,YYC-NW,IN_STORE,53,1286,64.34,1222,2021,9
2021-09-26,YYC-NW,ONLINE,23,594,29.75,565,2021,9
2021-09-26,YYC-SE,IN_STORE,32,1128,56.4,1071,2021,9
2021-09-26,YYC-SE,ONLINE,19,501,25.09,476,2021,9
2021-09-27,YYC-DT,IN_STORE,69,1710,85.5,1624,2021,9
2021-09-27,YYC-DT,ONLINE,27,728,36.41,691,2021,9
2021-09-27,YYC-NW,IN_STORE,42,1260,63.01,1197,2021,9
2021-09-27,YYC-NW,ONLINE,14,585,29.26,555,2021,9
2021-09-27,YYC-SE,IN_STORE,35,1047,52.38,995,2021,9
2021-09-27,YYC-SE,ONLINE,16,443,22.17,421,2021,9
2021-09-28,YYC-DT,IN_STORE,49,1649,82.45,1566,2021,9
2021-09-28,YYC-DT,ONLINE,25,731,36.55,694,2021,9
2021-09-28,YYC-NW,IN_STORE,31,1299,64.95,1234,2021,9
2021-09-28,YYC-NW,ONLINE,17,534,26.72,507,2021,9
2021-09-28,YYC-SE,IN_STORE,41,1045,52.27,993,2021,9
2021-09-28,YYC-SE,ONLINE,10,378,18.93,359,2021,9
2021-09-29,YYC-DT,IN_STORE,58,1689,84.46,1604,2021,9
2021-09-29,YYC-DT,ONLINE,19,659,33.0,626,2021,9
2021-09-29,YYC-NW,IN_STORE,43,1221,61.07,1160,2021,9
2021-09-29,YYC-NW,ONLINE,13,477,23.87,453,2021,9
2021-09-29,YYC-SE,IN_STORE,35,961,48.09,913,2021,9
2021-09-29,YYC-SE,ONLINE,15,405,20.26,384,2021,9
2021-09-30,YYC-DT,IN_STORE,40,1676,83.84,1592,2021,9
2021-09-30,YYC-DT,ONLINE,26,668,33.44,635,2021,9
2021-09-30,YYC-NW,IN_STORE,47,1081,54.07,1027,2021,9
2021-09-30,YYC-NW,ONLINE,13,461,23.05,437,2021,9
2021-09-30,YYC-SE,IN_STORE,35,1048,52.44,996,2021,9
2021-09-30,YYC-SE,ONLINE,13,431,21.58,410,2021,9
2021-10-01,YYC-DT,IN_STORE,46,1766,88.31,1677,2021,10
2021-10-01,YYC-DT,ONLINE,29,802,40.12,762,2021,10
2021-10-01,YYC-NW,IN_STORE,32,1205,60.28,1145,2021,10
2021-10-01,YYC-NW,ONLINE,20,549,27.46,521,2021,10
2021-10-01,YYC-SE,IN_STORE,33,1117,55.86,1061,2021,10
2021-10-01,YYC-SE,ONLINE,17,474,23.7,450,2021,10
2021-10-02,YYC-DT,IN_STORE,60,1949,97.47,1852,2021,10
2021-10-02,YYC-DT,ONLINE,26,816,40.8,775,2021,10
2021-10-02,YYC-NW,IN_STORE,33,1435,71.77,1363,2021,10
2021-10-02,YYC-NW,ONLINE,24,555,27.79,528,2021,10
2021-10-02,YYC-SE,IN_STORE,40,1224,61.22,1163,2021,10
2021-10-02,YYC-SE,ONLINE,18,521,26.07,495,2021,10
2021-10-03,YYC-DT,IN_STORE,70,1883,94.16,1788,2021,10
2021-10-03,YYC-DT,ONLINE,30,799,39.99,759,2021,10
2021-10-03,YYC-NW,IN_STORE,37,1325,66.25,1258,2021,10
2021-10-03,YYC-NW,ONLINE,17,656,32.84,624,2021,10
2021-10-03,YYC-SE,IN_STORE,31,1164,58.22,1106,2021,10
2021-10-03,YYC-SE,ONLINE,15,458,22.91,435,2021,10
2021-10-04,YYC-DT,IN_STORE,63,1773,88.66,1684,2021,10
2021-10-04,YYC-DT,ONLINE,22,731,36.6,695,2021,10
2021-10-04,YYC-NW,IN_STORE,35,1228,61.44,1167,2021,10
2021-10-04,YYC-NW,ONLINE,19,536,26.81,509,2021,10
2021-10-04,YYC-SE,IN_STORE,44,1036,51.83,984,2021,10
2021-10-04,YYC-SE,ONLINE,14,399,19.95,379,2021,10
2021-10-05,YYC-DT,IN_STORE,76,1792,89.63,1703,2021,10
2021-10-05,YYC-DT,ONLINE,22,780,39.04,741,2021,10
2021-10-05,YYC-NW,IN_STORE,32,1309,65.47,1243,2021,10
2021-10-05,YYC-NW,ONLINE,22,575,28.79,547,2021,10
2021-10-05,YYC-SE,IN_STORE,45,1080,54.02,1026,2021,10
2021-10-05,YYC-SE,ONLINE,16,444,22.24,422,2021,10
2021-10-06,YYC-DT,IN_STORE,61,1716,85.82,1630,2021,10
2021-10-06,YYC-DT,ONLINE,20,777,38.88,738,2021,10
2021-10-06,YYC-NW,IN_STORE,38,1236,61.84,1174,2021,10
2021-10-06,YYC-NW,ONLINE,15,483,24.15,458,2021,10
2021-10-06,YYC-SE,IN_STORE,41,1021,51.09,970,2021,10
2021-10-06,YYC-SE,ONLINE,14,453,22.7,431,2021,10
2021-10-07,YYC-DT,IN_STORE,65,1917,95.88,1821,2021,10
2021-10-07,YYC-DT,ONLINE,25,732,36.64,696,2021,10
2021-10-07,YYC-NW,IN_STORE,44,1214,60.71,1153,2021,10
2021-10-07,YYC-NW,ONLINE,16,525,26.29,499,2021,10
2021-10-07,YYC-SE,IN_STORE,33,1159,57.99,1101,2021,10
2021-10-07,YYC-SE,ONLINE,11,489,24.47,464,2021,10
2021-10-08,YYC-DT,IN_STORE,52,1639,81.97,1557,2021,10
2021-10-08,YYC-DT,ONLINE,27,767,38.35,728,2021,10
2021-10-08,YYC-NW,IN_STORE,30,1171,58.57,1112,2021,10
2021-10-08,YYC-NW,ONLINE,18,499,24.99,474,2021,10
2021-10-08,YYC-SE,IN_STORE,37,998,49.9,948,2021,10
2021-10-08,YYC-SE,ONLINE,19,500,25.03,475,2021,10
2021-10-09,YYC-DT,IN_STORE,51,2113,105.67,2007,2021,10
2021-10-09,YYC-DT,ONLINE,22,907,45.38,862,2021,10
2021-10-09,YYC-NW,IN_STORE,45,1601,80.06,1521,2021,10
2021-10-09,YYC-NW,ONLINE,22,615,30.79,585,2021,10
2021-10-09,YYC-SE,IN_STORE,42,1241,62.09,1179,2021,10
2021-10-09,YYC-SE,ONLINE,14,510,25.54,485,2021,10
2021-10-10,YYC-DT,IN_STORE,53,1867,93.35,1773,2021,10
2021-10-10,YYC-DT,ONLINE,18,794,39.72,754,2021,10
2021-10-10,YYC-NW,IN_STORE,32,1288,64.44,1224,2021,10
2021-10-10,YYC-NW,ONLINE,16,553,27.66,525,2021,10
2021-10-10,YYC-SE,IN_STORE,29,1159,57.99,1101,2021,10
2021-10-10,YYC-SE,ONLINE,13,472,23.6,448,2021,10
2021-10-11,YYC-DT,IN_STORE,52,1978,98.91,1879,2021,10
2021-10-11,YYC-DT,ONLINE,23,760,38.03,722,2021,10
2021-10-11,YYC-NW,IN_STORE,40,1494,74.72,1419,2021,10
2021-10-11,YYC-NW,ONLINE,20,591,29.59,562,2021,10
2021-10-11,YYC-SE,IN_STORE,29,1084,54.22,1030,2021,10
2021-10-11,YYC-SE,ONLINE,16,449,22.47,427,2021,10
2021-10-12,YYC-DT,IN_STORE,46,1690,84.52,1605,2021,10
2021-10-12,YYC-DT,ONLINE,21,746,37.35,709,2021,10
2021-10-12,YYC-NW,IN_STORE,45,1251,62.55,1188,2021,10
2021-10-12,YYC-NW,ONLINE,14,516,25.84,490,2021,10
2021-10-12,YYC-SE,IN_STORE,33,1073,53.68,1019,2021,10
2021-10-12,YYC-SE,ONLINE,17,419,20.97,398,2021,10
2021-10-13,YYC-DT,IN_STORE,48,1564,78.22,1486,2021,10
